1.280065701618552225e+02,2.709676522818523781e-01
1.082437327011434860e+02,3.573305866578194712e-01
1.735741552769857776e+02,1.376876564977370099e-01
1.080475123088561986e+02,5.118435876607616564e-01
1.626837741897170133e+02,7.037454089770608379e-01
1.053079008967329599e+02,3.781380297805413404e-01
1.206835750695480982e+02,2.980259188544248095e-01
1.801428060042489108e+02,1.206868010790795032e-01
1.569235824441461489e+02,1.824750261521373429e-01
1.279080682188239990e+02,2.713116947223375153e-01
1.057708425920600348e+02,4.959797107170285102e-01
2.186136332754408329e+02,8.446149961574866971e-01
1.740032811658792014e+02,7.338370363899016091e-01
1.693155102020327831e+02,1.488885369738739139e-01
1.186840426110376114e+02,3.060746605849679058e-01
1.722892819141819700e+02,7.293530192010915236e-01
1.441373188600305184e+02,2.192574638703719825e-01
1.501206790987077397e+02,6.686904222494557404e-01
1.707986774749623748e+02,1.449702825693411912e-01
1.111138179340915144e+02,5.294538518398760329e-01
1.786827450374018440e+02,7.459651879905263572e-01
1.949332032364135898e+02,7.870021366573399790e-01
1.233998390403012593e+02,5.828042486782080145e-01
1.913751118942141431e+02,7.781420047977766208e-01
1.280587222581779656e+02,5.996185602650843105e-01
1.408962922004982659e+02,2.290588390060763757e-01
1.020810793147770426e+02,4.190958200595522598e-01
1.353351488632416704e+02,2.464809356876592195e-01
1.785757874440610351e+02,1.247145022884686844e-01
1.396800073331876035e+02,2.327995726009614852e-01
1.150242045582641879e+02,5.485311742543926838e-01
1.355144954663869612e+02,6.244987742005301268e-01
1.051554550933905432e+02,4.909930550245852343e-01
1.239243457602965606e+02,2.856450259920743084e-01
1.242675724905589192e+02,5.860292146540575509e-01
1.842967945905235752e+02,7.603166498497697656e-01
1.616607981802232530e+02,1.694397867248455536e-01
1.878795738441345122e+02,1.010301432894745999e-01
1.317207929900089596e+02,2.583035853274094906e-01
1.597683818874928647e+02,1.746151302784387238e-01
1.554784976710772071e+02,1.865069741655674962e-01
1.227492107098195788e+02,5.803544016440245201e-01
1.240797479964197692e+02,2.850691154987624598e-01
1.019392695320987201e+02,4.465971630790551705e-01
1.218105637837475115e+02,2.936352766642709722e-01
1.345129892276653436e+02,2.491318591020043327e-01
1.524655350349502214e+02,6.753983348170469192e-01
1.300916706474904743e+02,6.066168105823015466e-01
1.345737695466413584e+02,6.214690954705888171e-01
1.068443675156276100e+02,5.038757893770370311e-01
1.269885436200626003e+02,5.958583881790894266e-01
1.741373268759869291e+02,7.341867351556724541e-01
1.251292053858808231e+02,5.891863506592264210e-01
1.494153421314228467e+02,2.037487931709043854e-01
1.114946108635515003e+02,3.389576292732713325e-01
1.841124786758548169e+02,1.105555985974720490e-01
1.308517536328705262e+02,2.612158813190733619e-01
2.016290446392987974e+02,8.035151795001740371e-01
2.224828443560952564e+02,8.538451225124673583e-01
1.620586116530313916e+02,1.683569767613338763e-01
1.266629530706423310e+02,2.757010543638783173e-01
2.346526073622598858e+02,8.826120748098164048e-01
1.601924789243987846e+02,6.969524944666450894e-01
1.730661104693172376e+02,7.313881986763006715e-01
1.067194556868024193e+02,3.674038385949730534e-01
1.640717983274052756e+02,7.075008493924187514e-01
1.342309278573299594e+02,6.203579441639461844e-01
1.356967443046883091e+02,6.250825440450952231e-01
1.615265262302511644e+02,1.698056564812964742e-01
1.832127172737967840e+02,1.128432056323017546e-01
1.018139955349649597e+02,4.312601763933273658e-01
2.291252419762232648e+02,8.695933399531102781e-01
1.645551866671760024e+02,7.088040074294067461e-01
2.113855186837243423e+02,8.272480809151895320e-01
1.021417017132015843e+02,4.529463087157802326e-01
1.067161241952778425e+02,3.674273264497067704e-01
2.190849341796031240e+02,8.457416643257449351e-01
2.023663671901792043e+02,8.053216645200964585e-01
2.208027179058345268e+02,8.498425048228850365e-01
1.114941448753113775e+02,5.314441961242474255e-01
1.463108934904689704e+02,6.575965507433965129e-01
1.266717064473906476e+02,5.947343161397813383e-01
1.191804422752517780e+02,5.663611009815340269e-01
1.035406617380338332e+02,4.752451340220983367e-01
1.082731015280033233e+02,3.571479567737643190e-01
1.210863155479774349e+02,5.739586097781667062e-01
1.516592608414804602e+02,1.973027501615892965e-01
1.661438732680415740e+02,7.130703964343549917e-01
2.048603414844207862e+02,8.114157251914736468e-01
1.588357372179769982e+02,6.932232134152972458e-01
1.770044242895375817e+02,7.416337484563273463e-01
2.045693041011968489e+02,8.107058454572247941e-01
1.300432719694228183e+02,2.639519732504901350e-01
1.192313186276380605e+02,3.038362305063422308e-01
1.067444596719529954e+02,3.672277899042889482e-01
1.579832854540049993e+02,6.908687434108042869e-01
2.344716392106881528e+02,8.821869934810706582e-01
2.021604752329766086e+02,8.048174423747872508e-01
1.630522328927914373e+02,1.656599509623529198e-01
1.738552067035026596e+02,1.369536665361414940e-01
